custom_id,text,classificacao,source
faketweetbr_train_25,"Homem conhecido como Thiago Macaco (33) foi preso ontem no Rio; suspeito de envolvimento no assassinato da vereadora Marielle /PSOL, foi preso pela morte de Carlos Alexandre Pereira, o Cabeça, colaborador do vereador Marcello Siciliano/(PHS).",fake,train
faketweetbr_train_26,"A foto mostra Miguel Ángel Zuvic e sua esposa, Ema, com Néstor e Cristina Kirchner, não @dilmabr nem o traficante Pablo Escobar.",true,train
faketweetbr_train_27,"Montagem em foto antiga coloca casal Kirchner, Dilma e Pablo Escobar em falsa reunião",true,train
faketweetbr_train_28,"Os ex-presidentes argentinos Néstor e Cristina Kirchner estão na foto, mas Dilma e Pablo Escobar não.",true,train
faketweetbr_train_29,A ex-presidente Dilma Rousseff aparece em foto com Pablo Escobar.,true,train
faketweetbr_train_30,"Tão compartilhando de novo aquela foto que dizem ser da Dilma com o Pablo Escobar, e o Facebook não bloqueia essas Fake News e seus propagadores.",true,train
faketweetbr_train_31,"Existe uma foto da Dilma, Pablo Escobar e Kirchner.",fake,train
faketweetbr_train_32,Acho que o Pablo Escobar aprendeu a ser mafioso com a Dilma.,fake,train
faketweetbr_train_33,"No governo Bolsonaro, almoço no Planalto é no bandejão mesmo; acabou a farra da era PT de ter chefe com cardápio francês; quem prepara as comidas são taifeiros militares, isso significa custo zero de mão de obra.",fake,train
faketweetbr_train_34,"Almoço no Planalto agora é no bandejão, acabou a farra da era PT de ter chefe com cardápio francês, e quem prepara as comidas são taifeiros militares, o que significa custo zero de mão de obra.",fake,train
faketweetbr_train_35,"Chega de contratar chefs franceses; almoço no Planalto agora é no bandejão, preparado por taifeiros militares, com CUSTO ZERO de mão de obra; Presidente Bolsonaro dá exemplo.",fake,train
faketweetbr_train_36,No governo Bolsonaro almoço no Planalto é no bandejão mesmo! Acabou a farra da era PT de ter cheff com cardápio francês.,fake,train
faketweetbr_train_37,"Salada, churrasco e batata frita: o almoço de Bolsonaro no bandejão do Planalto",true,train
faketweetbr_train_38,Presidente Bolsonaro é flagrado comendo no bandejão do Palcário do Planalto.,true,train
faketweetbr_train_39,Bolsonaro almoça no 'bandejão' do Palácio do Planalto com ministros e assessores.,true,train
faketweetbr_train_40,Este esquerdopata que chamou Jesus Cristo de travesti e bicha é atração da #GloboLixo para o criança esperança.,fake,train
faketweetbr_train_41,O Criança Esperança desse ano terá uma participação especial do mesmo imbecil que chamou Nosso Senhor Jesus Cristo de travesti.,fake,train
faketweetbr_train_42,"Johnny Hooker dizer que Jesus é travesti prova que ele é xenofobico, e o mesmo esteve na rede globo, fazendo parte das atrações do criança esperança.",fake,train
faketweetbr_train_43,"Tomou em vão o nome do nosso Senhor, o chamou de travesti e ainda vai marcar presença no Criança Esperança.",fake,train
faketweetbr_train_44,Aquela coisa q chamou Jesus de travesti vai ser atração do criança esperança; vamos boicotar.,fake,train
faketweetbr_train_45,CHAMOU JESUS DE TRAVESTI E SERÁ ATRAÇÃO NO CRIANÇA ESPERANÇA DO GLIBO LIXO!,fake,train
faketweetbr_train_46,"Usar 'Cristo' ñ é certo em qualquer ocasião; legal mesmo é chamar Jesus de travesti, bicha igual o @ que foi no Criança Esperança.",fake,train
faketweetbr_train_47,"Desrespeitar a religião alheia e chamar Jesus de travesti; depois, ir no criança esperança pedir dinheiro.",fake,train
faketweetbr_train_48,"Após chamar Jesus de travesti, Johnny Hooker canta no Criança Esperança.",fake,train
faketweetbr_train_49,A tag Criança Esperança estava em primeiro lugar no Tt e o Twitter derrubou a tag.,fake,train
faketweetbr_train_50,A criatura que chamou Jesus Cristo de travesti é uma das atrações do Criança Esperança.,fake,train
faketweetbr_train_51,"Globo colocou Johnny Hooker no Criança Esperança, aquele que chamou Jesus de travesti.",fake,train
faketweetbr_train_52,Não doe ao Criança Esperança; essa corja chama Jesus de travesti.,fake,train
faketweetbr_train_53,O cara que fala que Jesus é travesti e gay está na Globo no criança esperança.,fake,train
faketweetbr_train_54,Criança Esperança terá apresentação do transformista que igualou Jesus a travesti.,fake,train
faketweetbr_train_55,o idiota q chamou Jesus de bicha de travesti vai participar do Criança Esperança da Globo,fake,train
faketweetbr_train_56,"A Globo depois desconta do imposto de renda o dinheiro, e Johnny Hooker que chamou Jesus de bicha e travesti vai se apresentar no Criança Esperança (ou estão escondendo?).",fake,train
faketweetbr_train_57,"Cantor que afirmou que Jesus é travesti e ""bicha"" é denunciado no Ministério Público Federal - Então é esse o artista que vai participar do Criança Esperança",fake,train
faketweetbr_train_58,A ABIN lançou nota negando que o desastre de Brumadinho foi um atentado terrorista feito por 1 cubano e 1 venezuelano.,true,train
faketweetbr_train_59,Fake new distribuída pela extrema-direita nas redes sociais atribui a um venezuelano e a um cubano imaginários uma explosão terrorista que teria gerado a tragédia na barragem de Brumadinho.,true,train
faketweetbr_train_60,O rompimento da barragem de Brumadinho pode ter sido um ato terrorista — um cubano e um venezuelano estariam envolvidos.,true,train
faketweetbr_train_61,"A tragédia em Brumadinho foi, na verdade, um atentado terrorista causado por um cubano e um venezuelano.",true,train
faketweetbr_train_62,NOTÍCIA DE SALVO CONDUTO DE LULA É FAKE.,true,train
faketweetbr_train_63,"A ministra Cármen Lúcia, do Supremo Tribunal Federal ( STF ), enviou ao advogado José Roberto Batochio o salvo-conduto do ex-presidente Lula. O documento autoriza o petista a viajar e transitar livremente.",fake,train
faketweetbr_train_64,Lula recebe o salvo conduto do STF.,fake,train
faketweetbr_train_65,STF dá salvo conduto para Lula.,fake,train
faketweetbr_train_66,STF DA SALVO CONDUTO A LULA QUE DEVERÁ SER SOLTO PRÓXIMAS HORAS.,fake,train
faketweetbr_train_67,"Parece que terá salvo conduto para Lula deixar a prisão política que se encontra, via STF.",fake,train
faketweetbr_train_68,"Lula, Cunha, Cabral, Vacari Neto e Zé Dirceu podem receber hoje, das mãos do STF, alvarás/salvo conduto de impunidade e detonar o governo Bolsonaro.",fake,train
faketweetbr_train_69,"MST e petistas invadem Brumadinho para ROUBAR o que é de direito das vítimas da tragédia da barragem, vindo de longe para ocupar as terras.",fake,train
faketweetbr_train_70,A presença do MST em Brumadinho é apenas para reforçar o apoio às famílias atingidas pelas barragens.,true,train
faketweetbr_train_71,O MST está perseguindo as famílias das vítimas em Brumadinho.,fake,train
faketweetbr_train_72,"MST invade BRUMADINHO para reivindicar as terras, o que é de direito das vítimas da tragédia da barragem.",fake,train
faketweetbr_train_73,Vagabundos do MST vêm de tudo quanto é lugar pra pegar as terras em Brumadinho.,fake,train
faketweetbr_train_74,MST invadiu Brumadinho para tomar terras de atingidos pela barragem.,true,train
faketweetbr_train_75,"MST invadem Brumadinho para reivindicar as terras que são de direito das vítimas da tragédia da barragem, como se fossem vítimas do rompimento.",fake,train
faketweetbr_train_76,Os vagabundos do MST agora resolveram envadi brumadinho,fake,train
faketweetbr_train_77,Um dos sites anti-hoax desmentiu o boato de que o MST teria roubado vítimas do crime ambiental em Brumadinho; quem roubou foi a Vale privatizada.,true,train
faketweetbr_train_78,MST e petistas invadem Brumadinho para roubar o que é de direito das vítimas da tragédia da barragem e ocupar terras.,fake,train
faketweetbr_train_79,O MST invadiu Brumadinho.,fake,train
faketweetbr_train_80,MST e petistas invadem Brumadinho para ROUBAR o quê é de direito das vítimas da tragédia da barragem e vêm de longe para ocupar as terras.,fake,train
faketweetbr_train_81,"Faltou proteger Brumadinho, terra devastada e com imóveis sem donos; lá o MST se instalou.",fake,train
faketweetbr_train_82,"MST é PT, estão tumultuando Brumadinho e querem receber terras que serão distribuídas para as famílias das vítimas.",fake,train
faketweetbr_train_83,O MST já está em Brumadinho pra fazer inferno e querer roubar o que é de direito dos moradores.,fake,train
faketweetbr_train_84,MST invade BRUMADINHO !,fake,train
faketweetbr_train_85,"Militontos do MST invadem Brumadinho não para ajudar, e sim para usurpar terras e benefícios que possam ser gerados devido à tragédia.",fake,train
faketweetbr_train_86,"Os vagabundos dos MST estão lá em Brumadinho, tentando roubar a ajuda que eles recebem.",fake,train
faketweetbr_train_87,MST e petistas invadem Brumadinho para roubar o que é de direito das vítimas da tragédia da barragem e ocupar as terras.,fake,train
faketweetbr_train_88,O povo de Brumadinho sofre a ameaça de invasão do MST e dos aproveitadores do PT.,fake,train
faketweetbr_train_89,MST já está em brumadinho jurando de pé junto que vive lá a milhões de anos.,fake,train
faketweetbr_train_90,"O MST está em Brumadinho para roubar e dar golpe, não para ajudar.",fake,train
faketweetbr_train_91,"MST só foi a brumadinho porque a vele do rio dose despejou muita terra; mais pra ajudar os inocente coberto por lama, só israel.",fake,train
faketweetbr_train_92,"Os vermes de Cuba, MST e petistas invadem Brumadinho para SAQUEAREM o quê é de direito das vítimas da tragédia da barragem!",fake,train
faketweetbr_train_93,Brumadinho foi invadida pelo MST para tumultuar a cidade e prejudicar o povo já sofrido da região.,fake,train
faketweetbr_train_94,"Os vermes MST e petistas invadem Brumadinho para ROUBAR o quê é de direito das vítimas da tragédia da barragem; vêm de longe para ocupar as terras, temos que denunciar urgente.",fake,train
faketweetbr_train_95,"MST e petistas invadem Brumadinho (MG) para roubar o que é de direito das vítimas do rompimento da barragem, ocupando as terras de pessoas que ainda nem se recuperaram.",fake,train
faketweetbr_train_96,MST realiza ato político em apoio às famílias de Brumadinho.,true,train
faketweetbr_train_97,MST convoca ato nesta sexta-feira (5) contra os crimes da Vale em Brumadinho.,true,train
faketweetbr_train_98,"MST convoca ato político em apoio aos sem terra atingidos pela mineração; em Minas Gerais, famílias sem terra lutam contra os efeitos do crime da Vale em Brumadinho em ato nesta sexta-feira (05).",true,train
faketweetbr_train_99,"Por mortos de Brumadinho e Marielle, mulheres do MST bloqueiam trem em Sarzedo.",true,train
faketweetbr_train_100,400 mulheres sem terra denunciam o assassinato em massa com o rompimento da barragem de Brumadinho e as mulheres do MST pararam o trem da Vale.,true,train
faketweetbr_train_101,Mulheres do MST e do MAM ocuparam os trilhos da Vale em Minas Gerais para denunciar o crime da empresa em Brumadinho e o assassinado de Marielle Franco.,true,train
faketweetbr_train_102,"Ação do MST e do MAB bloqueou trem de minérios em Sarzedo, criticou modelo predatório de mineração e pediu justiça para Marielle. A Polícia Militar agiu com violência e feriu 10 pessoas.",true,train
faketweetbr_train_103,"Em Minas Gerais, acampamentos do MST são afetados pelo rompimento da barragem de Brumadinho.",true,train
faketweetbr_train_104,É falsa mensagem atribuída a Gleisi Hoffmann desmerecendo Ayrton Senna.,true,train
faketweetbr_train_105,É #FAKE que Gleisi Hoffmann disse que não vê motivos para homenagens a Senna,true,train
faketweetbr_train_106,Gleisi Hoffmann é alvo de fake news em relação às homenagens ao piloto Ayrton Senna.,true,train
faketweetbr_train_107,@gleisi está comparando Senna a ladrão desgraçado.,fake,train
faketweetbr_train_108,@gleisi disse que não vê motivos para homenagear Airton Senna.,fake,train
faketweetbr_train_109,Pelé não morreu.,true,train
faketweetbr_train_110,Pelé morreu.,fake,train
faketweetbr_train_111,"PT, PSOL e PCdoB transformaram Praia Vermelha (Urca) em praia de nudismo.",true,train
faketweetbr_train_112,"PRAIA VERMELHA, vizinha ao Morro da Urca, virando praia de nudismo para afrontar os militares, que têm unidades nessa praia, esperando uma represália, para que haja um confronto e então chamar os militares de gorilas truculentos, tudo orquestrado por PT, Psol PCdoB.",fake,train
faketweetbr_train_113,Agora a Praia da Urca é praia de nudismo???,fake,train
faketweetbr_train_114,É falsa a declaração de que Moro teria dito que manifestações seriam de meia dúzia de estudantes despreparados.,true,train
faketweetbr_train_115,Moro não disse que manifestações são de ‘meia dúzia de estudantes despreparados ’.,true,train
faketweetbr_train_116,Moro não disse que manifestações são de ‘meia dúzia de estudantes despreparados ’.,true,train
faketweetbr_train_117,"Moro também ataca os estudantes, dizendo que são “despreparados”.",fake,train
faketweetbr_train_118,Meia dúzia de estudantes despreparados não vão atrapalhar o governo.,fake,train
faketweetbr_train_119,Moro rodou 5 vezes na prova da OAB.,fake,train
faketweetbr_train_120,Meia dúzia de estudantes despreparados não vão atrapalhar o governo.,fake,train
faketweetbr_train_121,"É MENTIRA que pinos para consumo de crack e cocaína tenham sido encontrados na UFES; trata-se de material coletado durante uma ação realizada por uma ONG em um manguezal de Santos, SP.",true,train
faketweetbr_train_122,É #FAKE que Damares Alves defendeu revogação da Lei Maria da Penha,true,train
faketweetbr_train_123,A ministra Damares Alves revogará a Lei Maria da Penha.,true,train
faketweetbr_train_124,A ministra Damares Alves revogará a Lei Maria da Penha.,true,train
faketweetbr_train_125,"A suposta ""rachadura"" da ponte Rio-Niterói na vdd eh uma folga existente justamente p que nao ocorra um acidente caso o concreto e o aço sofram algum tipo de expansão/dilatação.",true,train
faketweetbr_train_126,a Ponte Rio Niterói apresenta uma tremenda rachadura,fake,train
faketweetbr_train_127,Rachadura na ponte Rio-Niterói pode ser o início de uma grande tragédia.,fake,train
faketweetbr_train_128,Há uma grande rachadura na ponte Rio-Niterói.,fake,train
faketweetbr_train_129,A Ponte rio niterói tem uma rachadura sinistra,fake,train
faketweetbr_train_130,Não é rachadura. É uma junta de dilatação da ponte rio niteroi,true,train
faketweetbr_train_131,LULA FOI INDICADO PELA REVISTA FORBES COMO O MAIOR LADRÃO DO MUNDO,fake,train
faketweetbr_train_132,Câncer tem cura com a planta ARANTO.,fake,train
faketweetbr_train_133,É falso que Dilma Rousseff gastou R$ 73 milhões em salão de beleza.,true,train
faketweetbr_train_134,É falso que o Brasil comprou ou ganhou de Israel 15 helicópteros militares.,true,train
faketweetbr_train_135,"Depois que foi descoberto que o assassino de Marielle era do PT, ninguém fala mais.",fake,train
faketweetbr_train_136,Essa planta cura até câncer.,true,train
faketweetbr_train_137,Câncer tem CURA com a planta ARANTO; só morre de câncer quem não tem conhecimento e não conhece a planta ARANTO.,fake,train
faketweetbr_train_138,15 helicópteros AH-64 Apache foram doados ao povo brasileiro.,fake,train
faketweetbr_train_139,"73,07% das urnas apuradas: Dilma 53,16%, Serra 46,84%.",true,train
faketweetbr_train_140,73 milhões no salão de beleza e a Dilma não ficou bonita.,fake,train
faketweetbr_train_141,"Aveloz ou Aranto são plantas que trouxeram cura do câncer para pessoas em fase terminal inclusive, e a Ana pode tomar paralelo ao tratamento.",fake,train
faketweetbr_train_142,A Forbes elegeu Dilma uma das mulheres mais poderosas do mundo e estampou a cara dela na capa; Lula também já foi capa dessa revista.,true,train
faketweetbr_train_143,A revista Forbes atribui a Lula uma fortuna pessoal estimada em mais de R$ 2 bilhões de dólares.,fake,train
faketweetbr_train_144,ARANTO planta q cura câncer.,fake,train
faketweetbr_train_145,Suco de ARANTO para a CURA do câncer.,fake,train
faketweetbr_train_146,"Após o surgimento da suspeita de que o assassino de Marielle era do PT, ninguém fala mais.",fake,train
faketweetbr_train_147,"Aranto, além de atuar no tratamento de câncer, é ótima para curar doenças da pele, lesões e feridas.",fake,train
faketweetbr_train_148,"Aranto é uma planta usada para combater sérios problemas de saúde, principalmente o câncer.",fake,train
faketweetbr_train_149,"Aranto cura o câncer e muitas outras doenças, dizem as pesquisas!",fake,train
faketweetbr_train_150,"O aranto é indicado para o tratamento contra o câncer, serve para curar doenças de pele, lesões, feridas, gangrenas e hemorragias e, devido ao seu efeito sedativo, diz-se ainda que ajuda a tratar problemas psicológicos, como por exemplo a esquizofrenia.",fake,train
faketweetbr_train_151,Assassino da Marielle é apoiador do Lula e PT.,fake,train
faketweetbr_train_152,O assassino da Marielle é eleitor do PT e do Lula.,fake,train
faketweetbr_train_153,"Bradil ganha de presente de Israel 15, helicópteros AH-64 Apache, o mais avançado para combater o crime organizado.",fake,train
faketweetbr_train_154,"Brasil ganha de presente de Israel 15 helicópteros AH-64 Apache, o mais avançado para combater o crime organizado.",fake,train
faketweetbr_train_155,"Brasil ganha de presente de Israel 15 helicópteros AH-64 Apache, o mais avançado, para combater o crime organizado.",fake,train
faketweetbr_train_156,"CPI da Petrobrás e queda de popularidade da DILMA causam isso: PETR3 +5,73%; PETR4 +5,69%; BB +6,39%; ELET3 +10,53% e ELET6 +5,76%.",true,train
faketweetbr_train_157,Forbes: Fortuna pessoal de Lula é estimada em 2 Bilhões de dólares!,fake,train
faketweetbr_train_158,"Lula na forbes com um dos mais ricos do mundo, sua fortuna ultrapassa a sigla dos BILHÕES DE DÓLARES!",fake,train
faketweetbr_train_159,Lula e seus filhos são milionários.,true,train
faketweetbr_train_160,"De acordo com a metodologia da FORBES, existem alguns bilionários que são políticos; Lula não é um deles.",true,train
faketweetbr_train_161,O assassino de Marielle é membro da organização criminosa PT e ainda usa camisa com a foto do líder criminoso preso.,fake,train
faketweetbr_train_162,"Um salão de beleza que @dilmabr frequentava recebeu a bagatela de 73 milhões de reais, e esta mesma Coaf não divulgou nada.",fake,train
faketweetbr_train_163,"Eu creio que o PT roubou mais em menos tempo, em 8 anos Lula fez o pé de meia bilionário (somando a fortuna da família passa de 4 bilhões, Revista Forbes).",fake,train
faketweetbr_train_164,Lula figura na revista Forbes com uma fortuna em torno de 2 bilhões de reais.,fake,train
faketweetbr_train_165,Existem dois chás que auxiliam na cura do câncer: Aranto e Graviola.,fake,train
faketweetbr_train_166,Aranto planta que cura câncer.,fake,train
faketweetbr_train_167,Fortuna pessoal de Lula é estimada em 2 Bilhões de dólares!,fake,train
faketweetbr_train_168,Governo israelense faz doação de 15 Helicópteros AH-64 para o Brasil durante visita de Bolsonaro à Israel.,fake,train
faketweetbr_train_169,"Salão de beleza recebeu R$ 73 milhões por serviços de tecnologia, gastança com dinheiro público envolvendo contratos milionários com o salão de beleza iniciou na era Dilma Rousseff.",fake,train
faketweetbr_train_170,Israel doou 15 helicópteros AH-64!,fake,train
faketweetbr_train_171,Israel doou helicópteros AH-64 para o Brasil!,fake,train
faketweetbr_train_172,73 milhões em alta tecnologia no salão de beleza para o cabelo da @dilmabr.,fake,train
faketweetbr_train_173,Israel doou 15 helicópteros AH-64 Apache.,fake,train
faketweetbr_train_174,"O PR @jairbolsonaro quer acabar com mais de 8.000 radares, e o senador Fabiano Contarato, esquerdista da REDE, entrou na justiça para obrigar o governo a implantar os radares; a Esquerda soh quer ferrar o povo msm.",fake,train
faketweetbr_train_175,Aranto cura câncer.,fake,train
faketweetbr_train_176,É falso que planta de aranto cura câncer.,true,train
faketweetbr_train_177,Marina Silva tenta derrubar o que Bolsonaro ordenou a respeito dos radares novos nas estradas.,fake,train
faketweetbr_train_178,O presidente manda tirar os radares e Marina Silva manda colocar.,fake,train
faketweetbr_train_179,Um salão de beleza recebeu R$ 73 milhões por serviços de tecnologia.,fake,train
faketweetbr_train_180,"Revista Forbes revela fortuna bilionária de Lula, um dos mais ricos do mundo.",fake,train
faketweetbr_train_181,Revista Forbes revela fortuna bilionária de Lula: “um dos mais ricos do mundo”.,fake,train
faketweetbr_train_182,Salão de beleza recebeu R$ 73 milhões por serviços de tecnologia no governo Dilma.,fake,train
faketweetbr_train_183,"Segundo a revista Forbes de 2006, Lula tinha uma fortuna de 2 bilhões.",fake,train
faketweetbr_train_184,Forbes esclarece viral que colocava Lula entre bilionários do ano.,true,train
faketweetbr_train_185,procurei o link da Forbes dando esses bilhões pro Lula e não encontrei.,true,train
faketweetbr_train_186,É #FAKE que Lula aparece na lista de mais ricos do mundo da revista Forbes.,true,train
faketweetbr_train_187,É falso que Israel doou ao Brasil 15 helicópteros; vídeo mostra aeronave turca.,true,train
faketweetbr_train_188,É falso que Israel doou ao Brasil 15 helicópteros; vídeo mostra aeronave turca.,true,train
faketweetbr_train_189,"G. Mourão corta 100% das verbas das mídias; Folha de S.Paulo, Estadão, GloboNews e O Globo podem decretar falência em alguns dias; a Globo tbm será drasticamente afetada com o corte, perdendo cerca de 40% do orçamento total, claramente resultará na demissão de artistas e apresentadores.",fake,train
faketweetbr_train_190,Jean Wyllys e Maria do Rosário são os mandantes do atentado.,fake,train
faketweetbr_train_191,É fake que Jair Bolsonaro foi escolhido personalidade do ano pela Revista Time,true,train
faketweetbr_train_192,Jair Bolsonaro não foi eleito Personalidade do Ano pela revista Time.,true,train
faketweetbr_train_193,Jair Bolsonaro não foi eleito Personalidade do Ano pela Time.,true,train
faketweetbr_train_194,Jair Messias Bolsonaro é o único brasileiro entre os 100 mais influentes da revista Time.,fake,train
faketweetbr_train_195,A revista americana TIME incluiu Jair Bolsonaro para concorrer à Personalidade do Ano e ele tem apenas 3% de “YES” e 97% de “NO”.,fake,train
faketweetbr_train_196,Jair Bolsonaro não foi eleito Personalidade do Ano pela revista Time.,true,train
faketweetbr_train_197,O bicarbonato de sódio ajudaria na cura de câncer e o câncer é um fungo.,true,train
faketweetbr_train_198,O comercial vetado por Bolsonaro custou R$ 17 milhões.,fake,test
faketweetbr_train_199,"O comercial de 30 segundos do Banco do Brasil, vetado pelo presidente Bolsonaro, custou aos cofres da nação R$ 17 milhões.",fake,test
faketweetbr_train_200,"Comercial do Banco do Brasil é vetado por Bolsonaro e diretor é exonerado, diz colunista.",true,test
faketweetbr_train_201,O Prefeito do Rio de Janeiro quer fechar o Instituto Nise da Silveira no dia 30 de abril.,fake,test
faketweetbr_train_202,Criminosos estão usando indevidamente a marca Atacadão para espalhar golpe que promete cestas básicas grátis.,true,test
faketweetbr_train_203,"O decreto 9.745/2019 apenas estabelece a “regulação profissional” entre as 37 áreas de competência do @MinEconomia, ou seja, não acaba com a obrigatoriedade do exame; em nota, a OAB reiterou que a informação é falsa.",true,test
faketweetbr_train_204,Presidente Bolsonaro extinguiu obrigatoriedade de prova da OAB ou filiação para exercer a função.,fake,test
faketweetbr_train_205,"É falsa a informação de que o governo editou um decreto que acaba com a obrigatoriedade da inscrição nos quadros da OAB para o exercício da advocacia, bem como a necessidade de realização do Exame de Ordem para tal registro.",true,test
faketweetbr_train_206,"O Decreto nº 9.745, de 8 de abril de 2019, acabou com a obrigatoriedade de estar inscrito nos conselhos profissionais (OAB, CRM, CREA, CRP, CRF, etc.).",fake,test
faketweetbr_train_207,"Navio da MSC (Mediterranean Shipping Cruises), que partiu da Itália rumo ao Brasil, descarta seu lixo no mar.",fake,test
faketweetbr_train_208,Vídeo mostra navio MSC jogando lixo na Costa Brasileira.,fake,test
faketweetbr_train_209,NÃO SE ENGANE: a pintura de 1942 de Gustave Freipont que teria previsto o incêndio da Catedral de Notre-Dame de Paris é de OUTRA CATEDRAL.,true,test
